,Unnamed: 0,id, text, labels, insult, degree, role, guy, abuse,processed
660,660, tweet72_1235213183171866625,"@IreneMontero What an example you gave, it would have been nicer ""alone and running I want to get home"", for example, there are thousands of combinations, but no, it has to be drunk. You missed the drug too, that's how it would have been, more dramatic right?", NONVIOLENT, NO,,,, [],  what an example you give it would have be nice alone and run I want to get home for example there be thousand of combination but no it have to be drunk you miss the drug too that s how it would have be more dramatic right
661,661, tweet35_1235160634439892993," @laSextaTV Álvarez de Toledo is absolutely right, in reference to the sixth.", NONVIOLENT, NO,,,, [],   álvarez de toledo be absolutely right in reference to the sixth
662,662, tweet34_1592581400343240704," @otakufcha4 PP, so that the disi can lick ayuso's ass (hello disi, I know you'll read this, but the pp is fucking shit and ayuso is PP)", VIOLENT, YEAH, MODERATE, EXECUTOR, OTHER," ['I lick his ass', 'it's fucking shit']",   pp so that the disi can lick ayusos ass hello disi I know you ll read this but the pp be fuck shit and ayuso be pp
663,663, tweet3_1235325740968706049, @laSextaTV Atresmierda!, NONVIOLENT, NO,,,, [],   atresmierda
664,664, tweet73_1235085587566084096," @laSextaTV We are with La Marquesa ""Ultra"" of the PP, I hope they shut down the shit you broadcast, you have been stunning generations for years", VIOLENT, YEAH, MODERATE, EXECUTOR, OTHER," ['shut the shit out of you', 'stunning']",   we be with la marquesa ultra of the pp I hope they shut down the shit you broadcast you have be stunning generation for year
665,665, tweet82_1234976675273723904,"@laSextaTV He told the truth, Ferreras himself admitted that the sixth was not neutral, that they were left-wing and therefore favored the left.", NONVIOLENT, NO,,,, [],  he tell the truth ferrera himself admit that the sixth be not neutral that they be leftwe and therefore favor the left
666,666, tweet46_1590926112758329344," https://t.co/RghwHaUrvY He's like a fucking shower, there's no one to tell him he's being ridiculous.", VIOLENT, YEAH, MODERATE, EXECUTOR, OTHER," ['He's like a fucking shower', 'he's making a fool of himself']",   he s like a fucking shower there s no one to tell he he s be ridiculous
667,667, tweet78_1234850629606092807," @laSextaTV @cayetanaAT Poor Cayetana, freedom of expression is only valid for the media and social communists, not for the rest of us!!! You have gone to mess with the all-powerful media, the fourth power of the state, they are going to throw you out of Abalos, not you.", NONVIOLENT, NO,,,, [],    poor cayetana freedom of expression be only valid for the medium and social communist not for the rest of we you have go to mess with the allpowerful medium the fourth power of the state they be go to throw you out of abalos not you
668,668, tweet99_1235104485938040832," @laSextaTV When you say ""recant"" you might think that you can impose your thoughts in the #communist style, you already feel a little embarrassed... #populism https://t.co/oOZor45g3i", VIOLENT, YEAH, MODERATE, EXECUTOR, OTHER, ['Shame on you.'],   when you say recant you might think that you can impose your thought in the   style you already feel a little embarrassed  
669,669, tweet68_1235192723336028161,"@IreneMontero Thanks for your slogan, @IreneMontero. A rehabilitated alcoholic tells you. You could have looked better, but you don't think. Oh, and I never had nor have I had any problems with anyone. You are disastrous as a minister.", VIOLENT, YEAH, MODERATE, EXECUTOR, POLICY, ['disastrous'],  thank for your slogan   a rehabilitate alcoholic tell you you could have look well but you do not think oh and I never have nor have I have any problem with anyone you be disastrous as a minister
670,670, tweet74_1591508041190490114," The truth is that I really like to play tough and all that, but seeing how in Madrid all the voters of Ayuso's bitch believe that the health workers are boycotting her, it demotivates me quite a bit.", VIOLENT, YEAH, MODERATE, EXECUTOR, OTHER, ['the bitch'],  the truth be that I really like to play tough and all that but see how in madrid all the voter of ayusos bitch believe that the health worker be boycott she it demotivate I quite a bit
671,671, tweet10_1592858844564058113," @_infoLibre has called them sexists because telling them that they are a fucking mafia I already told you, The reactionary campaign to cover up the pufos of Ayuso and Manolin the facha smells like a rotten right. https://t.co/3lo4laMWt5", VIOLENT, YEAH, MODERATE, EXECUTOR, POLICY," ['they are a fucking mafia', 'rotten right']",   have call they sexist because tell they that they be a fucking mafia I already tell you the reactionary campaign to cover up the pufos of ayuso and manolin the facha smell like a rotten right
672,672, tweet48_1235002601567145984," @laSextaTV Go ahead, I'm not going to defend anything or anyone who comes from the PP... But we all know that the sect stinks.", VIOLENT, YEAH, MODERATE, EXECUTOR, OTHER,"['sect', 'stinks']",   go ahead I m not go to defend anything or anyone who come from the pp but we all know that the sect stink
673,673, tweet79_1235284856155844615, @IreneMontero @IgualdadGob I have already found it https://t.co/WsJtRWYhiG, NONVIOLENT, NO,,,, [],    I have already find it
674,674, tweet8_1593008038734336000," @LovelyMrPitiful I keep getting tweets from right-wing accounts that in the fucking life I have never interacted with, because a follower follows that user. I have Ayuso more than ever in my TL.", NONVIOLENT, YEAH,,,, ['fucking life'],   I keep get tweet from rightwe account that in the fucking life I have never interact with because a follower follow that user I have ayuso more than ever in my tl
675,675, tweet96_1235496862083358721," @IreneMontero You have to get home ""healthy"" and ""safe""... above all ""safe"". Whether she is alone or with someone, whether she is drunk or not, only the disturbed ones care... but if you ask their parents, they will say that they want them ""saved.""", NONVIOLENT, NO,,,, [],   you have to get home healthy and safe above all safe whether she be alone or with someone whether she be drunk or not only the disturbed one care but if you ask their parent they will say that they want they save
676,676, tweet11_1235206624488415234, @laSextaTV And what do you say about Iglesias' threats? More than anything because he is in the government and it doesn't look good., NONVIOLENT, NO,,,, [],   and what do you say about iglesias threat more than anything because he be in the government and it do not look good
677,677, tweet53_1234932781261688833," @laSextaTV With great reason, education and without foaming at the mouth, not like Ferreras.", NONVIOLENT, NO,,,, [],   with great reason education and without foam at the mouth not like ferrera
678,678,tweet1_1235140079347171330, @laSextaTV It's obvious!!!, NONVIOLENT, NO,,,, [],   its obvious
679,679, tweet78_1234886402988544000," @laSextaTV Thank you, Marquesita Cashetana, for hiding the Argentine accent. So, at least, you make me sick, but not ashamed.", VIOLENT, YEAH, MODERATE, EXECUTOR, OTHER, ['you disgust me'],   thank you marquesita cashetana for hide the argentine accent so at least you make I sick but not ashamed
680,680, tweet16_1593382495097061377," @Quija_deputa It's a SUSPERADLO shirt. Ayuso let 8,000 elderly people die and you are shocked by a fucking STUPID shirt MORE THAN STUPID!!", VIOLENT, YEAH, SERIOUS, EXECUTOR, OTHER," ['let him die', 'whore', 'STUPID', 'MUCH STUPID!!']",   its a susperadlo shirt ayuso let   elderly people die and you be shock by a fucking stupid shirt more than stupid
681,681, tweet76_1593394951852855296," @RosaVillacastin @nu_ma65 If it had been Ayuso, what would you have said? You burn the containers....YELLY", VIOLENT, YEAH, MODERATE, EXECUTOR, OTHER, ['DISGUST'],    if it have be ayuso what would you have say you burn the containersyelly
682,682, tweet19_1235285238642860035, @IreneMontero And have you studied psychology or whatever they say? The meat in a tombola hurts you as much as the Cum fraud, NONVIOLENT, NO,,,, [],   and have you study psychology or whatever they say the meat in a tombola hurt you as much as the cum fraud
683,683, tweet34_1593307858367660036,"@ppmadrid How disgusting, you really think that citizens are stupid. If you are the ones who increase health spending the most, it will be to pay the commissions of Ayuso's brother.", VIOLENT, YEAH, MODERATE, EXECUTOR, OTHER," ['Disgusting', 'silly']",  how disgusting you really think that citizen be stupid if you be the one who increase health spending the most it will be to pay the commission of ayusos brother
684,684, tweet66_1234944753428549634," @laSextaTV The sect, nest of miserable populists and manipulators.", VIOLENT, YEAH, MODERATE, EXECUTOR, POLICY," ['miserable', 'populist', 'manipulative']",   the sect nest of miserable populist and manipulator
685,685, tweet97_1590938200532733952," @tomascasascm During the ""pandemic"" I remember ""diagnosing"" my mother with a urine infection instead of kidney stones over the phone because she couldn't go to the medical center. How disgusting you are, Ayuso....ah, don't wait, I'm from Valencia.", VIOLENT, YEAH, MODERATE, EXECUTOR, OTHER, ['You're gross'],   during the pandemic I remember diagnose my mother with a urine infection instead of kidney stone over the phone because she could not go to the medical center how disgusting you be ayusoah do not wait I m from valencia
686,686, tweet57_1592511264965771264,"@Yolanda_Diaz_ they bring ETA closer to their homes, the sedition law to look good with their partners outside, Chaves and Grian have stolen hundreds of millions, you are collecting more taxes than ever in crisis, and it turns out that the issue is aid, right? Sons of a bitch, how do you cover up what doesn't interest you?", VIOLENT, YEAH, MODERATE, EXECUTOR, OTHER," ['they have stolen', 'sons of the big whore']",  they bring eta close to their home the sedition law to look good with their partner outside chave and grian have steal hundred of million you be collect more taxis than ever in crisis and it turn out that the issue be aid right son of a bitch how do you cover up what do not interest you
687,687, tweet58_1234935624140050438," @laSextaTV Very good! Nobody likes to be told the TRUTH, but that's what thousands of SPANISH people think... like this public you also have to accept criticism and especially when it's true... almost all of them chains you are with this disastrous Government....so enjoy!!", NONVIOLENT, NO,,,, [],   very good nobody like to be tell the truth but that s what thousand of spanish people think like this public you also have to accept criticism and especially when its true almost all of they chain you be with this disastrous governmentso enjoy
688,688, tweet67_1235200412531204097," @IreneMontero And the girls raped in the centers of the Balearic Islands and Alicante? They were, supposedly, supervised by trusted people and those are not women or do they not serve you as such? Is it only served by those who get high and drunk?", NONVIOLENT, NO,,,, [],   and the girl rape in the center of the balearic island and alicante they be supposedly supervise by trust people and those be not woman or do they not serve you as such be it only serve by those who get high and drunk
